timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1.68634E+12,9811,HTTP Request,200,OK,BLC 1-73,text,TRUE,,177917,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,108,0,57
1.68634E+12,108,HTTP Request-0,301,Moved Permanently,BLC 1-73,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,108,0,57
1.68634E+12,9702,HTTP Request-1,200,OK,BLC 1-73,text,TRUE,,177568,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1267,0,169
1.68634E+12,10415,HTTP Request,200,OK,BLC 1-17,text,TRUE,,177940,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,98,0,48
1.68634E+12,98,HTTP Request-0,301,Moved Permanently,BLC 1-17,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,98,0,48
1.68634E+12,10316,HTTP Request-1,200,OK,BLC 1-17,text,TRUE,,177591,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1882,0,152
1.68634E+12,11302,HTTP Request,200,OK,BLC 1-50,text,TRUE,,177939,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,104,0,48
1.68634E+12,104,HTTP Request-0,301,Moved Permanently,BLC 1-50,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,104,0,48
1.68634E+12,11198,HTTP Request-1,200,OK,BLC 1-50,text,TRUE,,177590,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1554,0,168
1.68634E+12,11732,HTTP Request,200,OK,BLC 1-14,text,TRUE,,177917,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,98,0,48
1.68634E+12,98,HTTP Request-0,301,Moved Permanently,BLC 1-14,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,98,0,48
1.68634E+12,11634,HTTP Request-1,200,OK,BLC 1-14,text,TRUE,,177568,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1953,0,142
1.68634E+12,11814,HTTP Request,200,OK,BLC 1-7,text,TRUE,,177925,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,108,0,56
1.68634E+12,108,HTTP Request-0,301,Moved Permanently,BLC 1-7,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,108,0,56
1.68634E+12,11706,HTTP Request-1,200,OK,BLC 1-7,text,TRUE,,177576,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,2014,0,151
1.68634E+12,11979,HTTP Request,200,OK,BLC 1-5,text,TRUE,,177961,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,98,0,49
1.68634E+12,98,HTTP Request-0,301,Moved Permanently,BLC 1-5,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,98,0,49
1.68634E+12,11881,HTTP Request-1,200,OK,BLC 1-5,text,TRUE,,177612,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,2009,0,151
1.68634E+12,11592,HTTP Request,200,OK,BLC 1-49,text,TRUE,,177925,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,98,0,49
1.68634E+12,98,HTTP Request-0,301,Moved Permanently,BLC 1-49,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,98,0,49
1.68634E+12,11493,HTTP Request-1,200,OK,BLC 1-49,text,TRUE,,177576,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1562,0,144
1.68634E+12,11246,HTTP Request,200,OK,BLC 1-89,text,TRUE,,177947,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,110,0,55
1.68634E+12,110,HTTP Request-0,301,Moved Permanently,BLC 1-89,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,110,0,55
1.68634E+12,11136,HTTP Request-1,200,OK,BLC 1-89,text,TRUE,,177598,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1437,0,140
1.68634E+12,12221,HTTP Request,200,OK,BLC 1-32,text,TRUE,,177925,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,98,0,48
1.68634E+12,98,HTTP Request-0,301,Moved Permanently,BLC 1-32,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,98,0,48
1.68634E+12,12123,HTTP Request-1,200,OK,BLC 1-32,text,TRUE,,177576,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,2078,0,158
1.68634E+12,11801,HTTP Request,200,OK,BLC 1-77,text,TRUE,,177931,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,99,0,47
1.68634E+12,99,HTTP Request-0,301,Moved Permanently,BLC 1-77,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,99,0,47
1.68634E+12,11702,HTTP Request-1,200,OK,BLC 1-77,text,TRUE,,177582,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1694,0,163
1.68634E+12,12413,HTTP Request,200,OK,BLC 1-24,text,TRUE,,177940,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,92,0,46
1.68634E+12,92,HTTP Request-0,301,Moved Permanently,BLC 1-24,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,92,0,46
1.68634E+12,12321,HTTP Request-1,200,OK,BLC 1-24,text,TRUE,,177591,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,2268,0,150
1.68634E+12,12840,HTTP Request,200,OK,BLC 1-42,text,TRUE,,177948,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,96,0,46
1.68634E+12,96,HTTP Request-0,301,Moved Permanently,BLC 1-42,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,96,0,46
1.68634E+12,12743,HTTP Request-1,200,OK,BLC 1-42,text,TRUE,,177599,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1643,0,160
1.68634E+12,13059,HTTP Request,200,OK,BLC 1-29,text,TRUE,,177933,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,97,0,48
1.68634E+12,97,HTTP Request-0,301,Moved Permanently,BLC 1-29,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,97,0,48
1.68634E+12,12961,HTTP Request-1,200,OK,BLC 1-29,text,TRUE,,177584,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,2269,0,147
1.68634E+12,12775,HTTP Request,200,OK,BLC 1-75,text,TRUE,,177940,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,93,0,46
1.68634E+12,93,HTTP Request-0,301,Moved Permanently,BLC 1-75,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,93,0,46
1.68634E+12,12681,HTTP Request-1,200,OK,BLC 1-75,text,TRUE,,177591,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1679,0,172
1.68634E+12,13001,HTTP Request,200,OK,BLC 1-90,text,TRUE,,177961,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,108,0,52
1.68634E+12,108,HTTP Request-0,301,Moved Permanently,BLC 1-90,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,108,0,52
1.68634E+12,12893,HTTP Request-1,200,OK,BLC 1-90,text,TRUE,,177612,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1647,0,156
1.68634E+12,13562,HTTP Request,200,OK,BLC 1-40,text,TRUE,,177956,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,98,0,49
1.68634E+12,98,HTTP Request-0,301,Moved Permanently,BLC 1-40,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,98,0,49
1.68634E+12,13464,HTTP Request-1,200,OK,BLC 1-40,text,TRUE,,177607,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1989,0,149
1.68634E+12,13312,HTTP Request,200,OK,BLC 1-91,text,TRUE,,177940,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,117,0,66
1.68634E+12,117,HTTP Request-0,301,Moved Permanently,BLC 1-91,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,117,0,66
1.68634E+12,13195,HTTP Request-1,200,OK,BLC 1-91,text,TRUE,,177591,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1503,0,171
1.68634E+12,13519,HTTP Request,200,OK,BLC 1-72,text,TRUE,,177940,266,100,100,https://elearn.daffodilvarsity.edu.bd:443/,106,0,50
1.68634E+12,106,HTTP Request-0,301,Moved Permanently,BLC 1-72,text,TRUE,,349,131,100,100,http://elearn.daffodilvarsity.edu.bd/,106,0,50
1.68634E+12,13413,HTTP Request-1,200,OK,BLC 1-72,text,TRUE,,177591,135,100,100,https://elearn.daffodilvarsity.edu.bd:443/,1827,0,174
